Title,User_id,_2,_3,_4,_5
The Castle in the Attic,,0/0,5.0,A fun-filled fantasy adventure,&quot;Castle&quot; is a wonderful book for children who have short attention spans. It provides adventure and re-affirms the laws of chivalry.
The Castle in the Attic,,0/0,5.0,I realy love this book.,This is one of my favorite books of all time. In fact it would be my favorite book if I hadn't read The Battle For the Castle which is the next book in this minne seris. What I'm trying to say is that this is a really good book and if your only aloud to buy one book this year make it The Battle For the Castle.
The Castle in the Attic,,0/0,5.0,Very fun book,"This is a fun book because it is about life in a diminute world sharing times with knights, servants, other different people and Alabaster, the small world wizard."
The Castle in the Attic,,0/0,5.0,Adventures with a lead knight and an evil magician...,"A castle! That's the best gift William had ever received!But on the other hand, his favorite housekeeper, Mrs. Phillip is leaving him forever...But this is not an ordinary castle, with a common little two inch lead knight, it's the kingdom of the famous Silver Knight, taken from the evil Alastor. Holding the magic token with Janus' face on it that will shrink people, does William had enough courage and steadfastness to help the Silver Knight reclaimed his kingdom...?"
The Castle in the Attic,AF1DUO7UHPQ9W,3/5,5.0,The Castle in the Attic,"This book is amazing. I read it when I was a child and couldn't put it down. It has amazing adventure and suspense, without the horrible violence. Several months ago, something reminded me of the book and I had to hunt it down. I had forgotten the title and the author(it had been 15 years since I read it). I finally was able to locate it. I was thrilled. I bought it and read it in just a couple of hours. It is a book I recommend for both children and adults."
The Castle in the Attic,A20VCJRBGAY6PO,1/2,5.0,One of my favorite books as a kid.,"This ought to be required reading for every boy or girl between the ages of 8-12. Enjoyable, readable, exciting, and above all, heart-warming."
The Castle in the Attic,,1/2,5.0,A Great Book,This is an excellend book for students in third through fifth grade. I read it aloud to my third grade class and they LOVED it.
The Castle in the Attic,,0/0,4.0,A Great Fantasy Book,This was a great fantasy book. I think it was good because it was full of action and imagination. It is especially good if you like knights and wizardry. This book was about a kid named William who goes on a spectacular adventure with a knight. He runs into trouble and has to defeat a wizard on the way. I recommend this book because it is fun to read and keeps you on the edge of your seat.
The Castle in the Attic,,0/0,5.0,"""The Castle In The Attic: Extra Credit""","In 5th grade we read a book thats called the castle in the attic . I think this book is #1 because its full of adventures and magic and dragons. This book is for all ages. My favourite part was when William had to defeat the Dragon, because it was very exciting to read and my imagination took over. My secomd favourite part was when William took the token and made miss Phillips small."
The Castle in the Attic,,0/0,5.0,GREAT BOOK,"This book is a great book to read. Elemantry students and children from all ages will love Elisabeth Windrop's idea. I LOVED this book and I think that it should be sold in stores everywere. The Castle In The Attic made me inspired to do an other Fantasy, Magic book and I think it will inspire you too.-Kara"
The Castle in the Attic,,0/0,5.0,Review For The Castle in the Attic,"I think that The Castle in the Attic is a great book for people of all ages. I would recommend this book for anyone who likes fantasy or adventure. This book is full of magic, adventure, and happiness. All of the characters have to work together to defeat the evil wizard, Alastor."
The Castle in the Attic,AUKNR2LHG2M6S,0/0,4.0,The Castle in the Attic,I would recommend this book to any kids who love a great adventure. I was on the edge of my seat the whole way through the book. I especially loved the Silver Knight and how he became friends with William. Go get this book!
The Castle in the Attic,A3SZSIVXVOSHJW,0/0,5.0,as a child i loved these books,i read this and battle for the castle when i was young. now as an adult and a mother i cant wait to read this to my little boy! it was such an amazing story! i read it over and over again!
The Castle in the Attic,A1IYQ0JMH37JY7,0/0,4.0,good for a young reader,"just got this book since i read it when i was younger and loved it. i will reread it one of these days, but i bet its pretty lame 15 years later, oh well."
The Castle in the Attic,AUUC04UQ3FQO0,0/0,4.0,Audio Version,"Fun book. Young boy, 10, is given a toy castle by his nanny who is leaving to go back to England. The boy, William, is very upset that Mrs. Phillips is leaving. When he discovers that the castle, or more accurately, the Silver Knight that comes with it, is enchanted, he devises a plan to keep her with him. And thus begins a very satisfying tale of fantasy and heroism.I listened to the audio version of this book - read by the author along with an entire cast. I can't say it was the best audio book I've ever listened to. As often is the case, the reading by the author, while interesting, wasn't great. And it wasn't just the author. I often kept thinking to myself that I wish I had opted to read this one instead of listening to it."
