Title,description,authors,publishedDate,categories,ratingsCount
"Candlelight Spells: The Modern Witch's Book of Spellcasting, Feasting, and Healing","CANDLELIGHT SPELLS The Modern Witch’s Book of Spellcasting, Feasting and Natural Healing An essential resource for the Wiccan lifestyle, CANDLELIGHT SPELLS provides recipes, spells, and guides for herbs and candle crafting, as well as a “Lexicon of Witchcraft.” The modern witch will find recipes for the traditional Sabbat feasts of the witch’s year, including Fertility Bread, Sabbat Cakes, and Samhain Cider. For new moon gatherings, there are recipes for Madrake Wine, Nettle Ale, Acorn Cookies, and more. Practitioners of the Old Religion will also find detailed spells, counterspells, ceremonies, and rituals for maintaining every aspect of your Wiccan integrity. This is an indispensable guide for those truly interested nurturing the Craft of the Wise.",['Gerina Dunwich'],2018-11-27,"['Body, Mind & Spirit']",
Leaders Are Made!: A Building Block Approach to Effective Leadership,,['John Bucciarelli'],1997,['Business & Economics'],
This Little Chick,A little chick shows that he can make the sounds of the animals in his neighborhood.,['John Lawrence'],2002,['Juvenile Nonfiction'],4.0
When God Interrupts: Finding New Life Through Unwanted Change,"Our lives are constantly changing. It's hard to keep up, to keep our balance. It's hard to keep trusting in God. And it's especially difficult when the changes we're faced with are unwanted: the death of a loved one, a child leaving home, an illness, a frustrated dream. Craig Barnes knows the dark side of change. As a pastor, he has counseled many Christians through tough times of transition. And he has been challenged by unwanted changes--interruptions--in his own life. At times it seems as though God has moved far, far away. But Barnes has discovered that just the opposite is true: during times of change and seeming abandonment, God is right at our side offering to lead us in a new direction, offering us new life. He writes, ""A young widow can outlive her grief and decide her life may never be the same but is far from over. A lost job can become the beginning of a new vocation."" Here is the book for all who have known disappointment, bereavement or the shattering of faith, a book all the more valuable because it promises hope without denying despair. In When God Interrupts a sensitive, insightful pastor shows us how we can be found by God in the middle of unwanted change.",['M. Craig Barnes'],2009-09-20,['Religion'],4.0
"Tilting the Balance (Worldwar Series, Volume 2)","NO ONE COULD STOP THEM-- NOT STALIN, NOT TOGO, NOT CHURCHILL, NOT ROOSEVELT . . . The invaders had cut the United States virtually in half at the Mississippi, vaporized Washington, D.C., devastated much of Europe, and held large parts of the Soviet Union under their thumb. But humanity would not give up so easily. The new world allies were ruthless at finding their foe's weaknesses and exploiting them. Whether delivering supplies in tiny biplanes to partisans across the vast steppes of Russia, working furiously to understand the enemy's captured radar in England, or battling house to house on the streets of Chicago, humankind would never give up. Yet no one could say when the hellish inferno of death would stop being a war of conquest and turn into a war of survival--the very survival of the planet . . . ""From the Paperback edition.",['Harry Turtledove'],1997-10-01,['Fiction'],16.0
Epitaph for a Spy,"When Josef Vadassy arrives at the Hotel de la Reserve at the end of his Riviera holiday, he is simply looking forward to a few more days of relaxation before returning to Paris. But in St. Gatien, on the eve of World War II, everyone is suspect–the American brother and sister, the expatriate Brits, and the German gentleman traveling under at least one assumed name. When the film he drops off at the chemist reveals photographs he has not taken, Vadassy finds himself the object of intense suspicion. The result is anything but the rest he had been hoping for.",['Eric Ambler'],2008-12-10,['Fiction'],3.0
My Dream Of You,"From one of Ireland's most talented journalists, an extraordinary fiction debut, compelling, colourful and romantic. Kathleen is a 49-year-old travel writer, an Irishwoman based in London who has not been back to Ireland since she was twenty. Her home is her office, her family and friends a few close colleagues. She has not experienced passion since she was young. When, over the course of a few weeks, the props of her life fall away one after another, it is to passion that she turns - not in her own life, but in the fragmentary account of a scandalous affair in 19th century rural Ireland, between the wife of a big Anglo-Irish landlord, and her servant. And so Kathleen is drawn back to Ireland, to see whether she can find out more...","[""Nuala O'Faolain""]",2001,"['Women authors, Irish']",6.0
Wisdom's Children: A Christian Esoteric Tradition (SUNY Series in Western Esoteric Traditions),"Provides an in-depth introduction to the Christian theosophic tradition that began with Jacob Bo¬hme, bringing us into a startling new world of Christian experiential spirituality that is the Christian equivalent of Sufism and Kabbalism.",['Arthur Versluis'],,['Religion'],1.0
Men of the Bible,"All the Men of the Bible is a portrait gallery and reference library of over 3,000 named biblical characters. A monumental achievement, this book puts comprehensive information on men of the Bible at your fingertips, including a list of major characters. Besides named individuals, it also classifies the thousands upon thousands of unnamed men. And it explores the attributes of the greatest man of all: Jesus, God’s biblical model for manhood. Herbert W. Lockyer’s ""All"" books give you life-enriching insights into the Bible. From characters you can learn from, to teachings you can apply, to promises you can stand on and prophecies you can count on, Lockyer’s time-honored works help you wrap your mind around the Bible and get it into your heart. Lockyer’s books include All the Apostles of the Bible, All the Divine Names and Titles in the Bible, All the Doctrines of the Bible, All the Men of the Bible, All the Women of the Bible, All the Messianic Prophecies of the Bible, All the Miracles of the Bible, All the Parables of the Bible, All the Prayers of the Bible, and All the Promises of the Bible.",['Herbert Lockyer'],2016-11-22,['Religion'],8.0
First Crossing: Stories About Teen Immigrants,"Stories of recent Mexican, Venezuelan, Kazakh, Chinese, Romanian, Palestinian, Swedish, Korean, Haitian, and Cambodian immigrants reveal what it is like to face prejudice, language barriers, and homesickness along with common teenage feelings and needs.",['Donald R. Gallo'],2007,['Juvenile Fiction'],2.0
2D Artwork and 3D Modeling for Game Artists (The Premier Press Game Development Software),Provides detailed facts and current statistics for over 750 occupations in more than 90 key career fields. Contains more than 500 photographs.,,2011,['Occupations'],
